transaction_id,customer_id,product_category,purchase_amount,payment_method,purchase_date
T000482,C3642,Home,22.6,PayPal,6/17/2025
T000483,C3050,Toys,191.51,Gift Card,8/8/2024
T000484,C6503,Electronics,81.62,PayPal,1/8/2025
T000485,C4025,Beauty,35.06,Crypto,2/10/2025
T000486,C3284,Electronics,17.02,Gift Card,4/25/2025
T000487,C6963,Clothing,39.21,Credit Card,1/12/2025
T000488,C4599,Clothing,107.12,Gift Card,9/14/2024
T000489,C2079,Home,429.94,Gift Card,1/14/2025
T000490,C7464,Beauty,72.07,PayPal,6/28/2024
T000491,C3491,Toys,91.98,PayPal,6/8/2025
T000492,C1996,Home,23.35,Crypto,9/28/2024
T000493,C6777,Home,40.34,PayPal,5/7/2025
T000494,C3700,Toys,140.22,Crypto,4/4/2025
T000495,C5891,Beauty,8.58,PayPal,10/6/2024
T000496,C8774,Electronics,81.4,Credit Card,10/25/2024
T000497,C1719,Beauty,51.09,Crypto,12/20/2024
T000498,C1300,Beauty,78.71,Gift Card,7/1/2024
T000499,C7887,Beauty,20.93,Gift Card,10/26/2024
T000500,C5027,Toys,154.4,PayPal,3/19/2025
T000501,C5157,Electronics,89.85,PayPal,4/17/2025
T000502,C2157,Beauty,70.96,PayPal,1/11/2025
T000503,C9923,Clothing,60.38,Crypto,8/9/2024
T000504,C1300,Electronics,51.08,Crypto,10/12/2024
T000505,C6908,Toys,35.79,Crypto,8/17/2024
T000506,C9634,Clothing,161.96,PayPal,5/13/2025
T000507,C1792,Electronics,102.48,Gift Card,10/20/2024
T000508,C5556,Home,76.46,Crypto,5/17/2025
T000509,C7127,Clothing,160.56,Credit Card,11/28/2024
T000510,C1602,Toys,272,Gift Card,10/9/2024
T000511,C4893,Home,12.07,Gift Card,11/24/2024
T000512,C5895,Home,19.52,Gift Card,10/24/2024
T000513,C8881,Clothing,19.17,Gift Card,5/21/2025
T000514,C7171,Electronics,82.93,Crypto,6/26/2025
T000515,C7606,Electronics,55.55,Crypto,6/14/2025
T000516,C3479,Beauty,133.28,PayPal,7/5/2024
T000517,C5181,Beauty,131.6,Gift Card,1/7/2025
T000518,C9875,Toys,72.85,Gift Card,11/28/2024
T000519,C5155,Home,52.66,PayPal,7/13/2024
T000520,C9748,Clothing,105.4,PayPal,3/11/2025
T000521,C5282,Home,3.61,Credit Card,8/29/2024
T000522,C8421,Clothing,37.27,Crypto,7/15/2024
T000523,C1986,Clothing,33.65,Credit Card,3/15/2025
T000524,C7209,Beauty,92.46,Credit Card,3/16/2025
T000525,C4107,Clothing,59.3,PayPal,1/21/2025
T000526,C3668,Clothing,80.14,Credit Card,10/28/2024
T000527,C6360,Toys,95.81,PayPal,12/9/2024
T000528,C4003,Home,26.87,Credit Card,5/8/2025
T000529,C2456,Clothing,59.58,Credit Card,2/18/2025
T000530,C5344,Toys,558.02,Credit Card,4/11/2025
T000531,C1978,Home,15.69,Crypto,10/13/2024
T000532,C7371,Beauty,16.09,Gift Card,8/11/2024
T000533,C8744,Beauty,76.37,Crypto,6/18/2025
T000534,C1465,Electronics,145.9,PayPal,8/15/2024
T000535,C8951,Home,175.26,PayPal,1/25/2025
T000536,C4493,Electronics,192.25,Gift Card,10/31/2024
T000537,C8274,Electronics,2.71,Crypto,7/31/2024
T000538,C5450,Home,52.19,PayPal,6/20/2025
T000539,C8534,Electronics,193.48,Credit Card,7/6/2024
T000540,C2044,Home,17.89,Credit Card,8/22/2024
T000541,C5540,Clothing,8.39,PayPal,5/7/2025
T000542,C4705,Beauty,4.74,Crypto,9/1/2024
T000543,C6879,Beauty,52.06,PayPal,11/11/2024
T000544,C5400,Home,40.31,Crypto,5/5/2025
T000545,C1790,Toys,2.85,Gift Card,5/7/2025
T000546,C3480,Clothing,142.36,Gift Card,1/16/2025
T000547,C3590,Toys,69.47,Credit Card,5/4/2025
T000548,C5171,Clothing,13.71,Crypto,11/5/2024
T000549,C4431,Home,67.63,Credit Card,7/30/2024
T000550,C1805,Electronics,12.12,PayPal,8/23/2024
T000551,C1259,Toys,38.98,Gift Card,12/21/2024
T000552,C2190,Home,18.89,Gift Card,4/9/2025
T000553,C8240,Home,115.21,Credit Card,12/11/2024
T000554,C3851,Electronics,17.15,Crypto,8/15/2024
T000555,C2684,Electronics,35.71,PayPal,11/15/2024
T000556,C1671,Clothing,290.15,PayPal,12/6/2024
T000557,C5685,Home,10.72,Gift Card,1/30/2025
T000558,C1468,Beauty,218.79,PayPal,10/15/2024
T000559,C2571,Electronics,69.31,Crypto,8/24/2024
T000560,C3171,Toys,29.1,Crypto,8/19/2024
T000561,C4238,Clothing,119.54,PayPal,11/26/2024
T000562,C5498,Home,52.12,PayPal,11/3/2024
T000563,C1273,Clothing,71.32,Credit Card,6/9/2025
T000564,C9914,Beauty,27.73,Gift Card,9/27/2024
T000565,C2601,Home,8.02,Crypto,4/27/2025
T000566,C9634,Home,34.83,PayPal,10/7/2024
T000567,C2361,Beauty,114.19,PayPal,11/6/2024
T000568,C1448,Clothing,210.43,PayPal,12/23/2024
T000569,C7379,Clothing,2.82,Crypto,8/10/2024
T000570,C3762,Clothing,6.09,Crypto,6/27/2024
T000571,C8787,Home,0.15,Credit Card,11/18/2024
T000572,C5797,Beauty,21.91,Gift Card,8/18/2024
T000573,C7146,Clothing,65.61,Credit Card,3/4/2025
T000574,C1572,Home,27.89,Crypto,11/1/2024
T000575,C8253,Electronics,7.86,PayPal,7/16/2024
T000576,C2996,Clothing,46.11,PayPal,12/10/2024
T000577,C6138,Beauty,189.78,Crypto,2/10/2025
T000578,C1892,Clothing,85.07,Crypto,8/29/2024
T000579,C4526,Toys,147.1,Crypto,9/6/2024
T000580,C5814,Toys,148.58,Credit Card,5/12/2025
T000581,C4940,Clothing,19.62,Crypto,11/30/2024
T000582,C5051,Home,48.89,Gift Card,1/21/2025
T000583,C3515,Toys,194.58,PayPal,8/18/2024
T000584,C9655,Clothing,23.23,Gift Card,1/18/2025
T000585,C6211,Home,33.56,Gift Card,5/6/2025
T000586,C6068,Beauty,224.53,PayPal,5/15/2025
T000587,C8731,Electronics,14.88,Gift Card,6/25/2025
T000588,C9437,Beauty,8.34,Credit Card,7/16/2024
T000589,C2948,Home,49.8,PayPal,11/22/2024
T000590,C5073,Clothing,66.01,Crypto,2/20/2025
T000591,C2160,Beauty,10.79,Crypto,8/29/2024
T000592,C5907,Clothing,6.02,Crypto,6/1/2025
T000593,C2769,Home,193.35,PayPal,11/23/2024
T000594,C6002,Electronics,274.65,Credit Card,9/23/2024
T000595,C5056,Beauty,7.95,Credit Card,12/16/2024
T000596,C8543,Home,32.05,Crypto,11/28/2024
T000597,C3487,Home,19.92,Credit Card,6/10/2025
T000598,C3084,Electronics,155.36,Credit Card,6/22/2025
T000599,C9586,Clothing,26.9,Crypto,6/29/2024
T000600,C1133,Clothing,2.27,Gift Card,5/5/2025
T000601,C8796,Clothing,75.42,Gift Card,8/16/2024
T000602,C7742,Beauty,10.24,Gift Card,5/28/2025
T000603,C4689,Clothing,31.61,Crypto,10/22/2024
T000604,C7404,Clothing,6.1,Credit Card,7/22/2024
T000605,C4446,Electronics,10.35,PayPal,6/8/2025
T000606,C6620,Home,281.18,PayPal,8/4/2024
T000607,C8769,Toys,142.08,PayPal,7/22/2024
T000608,C6326,Toys,99.6,Credit Card,9/16/2024
T000609,C2027,Beauty,6.64,Gift Card,12/18/2024
T000610,C6654,Beauty,126.46,Gift Card,9/3/2024
T000611,C9418,Toys,235.13,Crypto,2/28/2025
T000612,C2521,Clothing,66.41,Credit Card,4/28/2025
T000613,C8743,Home,155.84,PayPal,2/18/2025
T000614,C1995,Clothing,95.19,Crypto,8/18/2024
T000615,C2963,Clothing,224.91,PayPal,10/23/2024
T000616,C3358,Toys,30.26,PayPal,2/18/2025
T000617,C1021,Electronics,23.86,Crypto,11/27/2024
T000618,C5525,Home,28.93,PayPal,4/6/2025
T000619,C7478,Clothing,179.08,Crypto,5/17/2025
T000620,C3335,Beauty,1.42,PayPal,12/25/2024
T000621,C1952,Toys,15.71,Credit Card,6/3/2025
T000622,C8667,Beauty,169.62,Crypto,2/9/2025
T000623,C2331,Toys,229.37,Credit Card,8/28/2024
T000624,C3102,Beauty,52.97,Crypto,10/27/2024
T000625,C9968,Clothing,37.73,PayPal,2/22/2025
T000626,C5451,Clothing,442.18,PayPal,2/14/2025
T000627,C4311,Toys,27.27,PayPal,9/2/2024
T000628,C5228,Toys,60.46,PayPal,1/5/2025
T000629,C6449,Beauty,93.31,Credit Card,3/6/2025
T000630,C4339,Home,361.5,Gift Card,4/3/2025
T000631,C4743,Toys,72.72,Gift Card,5/17/2025
T000632,C3413,Home,56.56,Credit Card,6/15/2025
T000633,C7347,Clothing,44.4,Gift Card,9/6/2024
T000634,C2532,Beauty,142.6,Crypto,4/20/2025
T000635,C4317,Home,40.62,Gift Card,7/7/2024
T000636,C4328,Beauty,76.07,Gift Card,7/16/2024
T000637,C8108,Clothing,7.75,Crypto,11/2/2024
T000638,C7849,Toys,14.37,Gift Card,8/28/2024
T000639,C4182,Toys,338.68,Gift Card,11/24/2024
T000640,C5804,Clothing,46.81,PayPal,2/19/2025
T000641,C4790,Beauty,13.14,PayPal,4/19/2025
T000642,C9430,Clothing,18.07,Credit Card,9/3/2024
T000643,C3256,Electronics,53.64,Credit Card,7/3/2024
T000644,C1680,Electronics,34.71,Gift Card,8/25/2024
T000645,C7470,Beauty,156.63,PayPal,7/29/2024
T000646,C8119,Beauty,201.21,Gift Card,7/21/2024
T000647,C3982,Clothing,71.68,PayPal,3/2/2025
T000648,C8761,Beauty,31.22,Credit Card,8/9/2024
T000649,C5326,Toys,83.42,Credit Card,9/5/2024
T000650,C3404,Home,220.3,PayPal,8/7/2024
T000651,C3543,Electronics,64.6,Credit Card,2/17/2025
T000652,C2035,Clothing,105.5,Credit Card,9/23/2024
T000653,C3276,Home,10.09,Credit Card,11/19/2024
T000654,C7569,Toys,0.36,Gift Card,11/15/2024
T000655,C4589,Electronics,648.12,PayPal,7/18/2024
T000656,C5742,Electronics,64.53,Gift Card,11/17/2024
T000657,C7265,Clothing,252.41,Gift Card,7/12/2024
T000658,C6127,Electronics,226.22,Crypto,1/11/2025
T000659,C3547,Electronics,88.04,Crypto,12/5/2024
T000660,C8802,Beauty,70.9,Credit Card,3/2/2025
T000661,C5145,Beauty,34.61,PayPal,8/9/2024
T000662,C3262,Clothing,76.94,PayPal,6/1/2025
T000663,C7393,Beauty,145.29,PayPal,6/27/2024
T000664,C4229,Electronics,69.59,Credit Card,1/7/2025
T000665,C1319,Clothing,77.49,Gift Card,12/14/2024
T000666,C7932,Electronics,21.81,Crypto,12/1/2024
T000667,C6761,Home,43.71,Credit Card,2/23/2025
T000668,C2525,Electronics,149.64,PayPal,3/11/2025
T000669,C4544,Home,50.29,Crypto,12/14/2024
T000670,C4617,Beauty,76.09,Credit Card,2/8/2025
T000671,C8390,Clothing,32.83,Gift Card,10/23/2024
T000672,C4085,Clothing,78.92,Crypto,1/26/2025
T000673,C3200,Electronics,22.98,Gift Card,7/27/2024
T000674,C6309,Toys,5.78,Credit Card,7/7/2024
T000675,C9343,Toys,41.59,PayPal,12/18/2024
T000676,C9818,Toys,2.57,Crypto,9/28/2024
T000677,C6200,Electronics,89.34,PayPal,3/10/2025
T000678,C4677,Home,81.12,Gift Card,12/31/2024
T000679,C3077,Home,124.03,Gift Card,11/22/2024
T000680,C4622,Toys,58.84,Credit Card,3/11/2025
T000681,C1882,Beauty,6.39,Credit Card,9/20/2024
T000682,C8084,Beauty,49.9,PayPal,10/25/2024
T000683,C3036,Clothing,1.77,Credit Card,6/9/2025
T000684,C2578,Electronics,53.59,Credit Card,2/4/2025
T000685,C5988,Beauty,83.63,Crypto,12/14/2024
T000686,C3052,Beauty,3.02,Credit Card,10/24/2024
T000687,C8401,Home,120.91,Credit Card,5/1/2025
T000688,C6673,Clothing,3.62,Gift Card,12/29/2024
T000689,C6071,Electronics,152.93,Credit Card,6/27/2024
T000690,C4139,Beauty,66.25,PayPal,7/13/2024
T000691,C4055,Electronics,185.03,Gift Card,6/15/2025
T000692,C2320,Toys,78.15,Credit Card,6/22/2025
T000693,C1977,Beauty,93.13,Credit Card,5/9/2025
T000694,C6505,Electronics,1.56,Crypto,6/25/2025
T000695,C7237,Electronics,76.59,Gift Card,10/17/2024
T000696,C6013,Home,96.6,PayPal,9/6/2024
T000697,C2567,Home,25.26,Crypto,10/31/2024
T000698,C6219,Home,129.36,Credit Card,10/7/2024
T000699,C1103,Clothing,105.02,Credit Card,2/13/2025
T000700,C8770,Home,3.24,Gift Card,2/6/2025
T000701,C7283,Electronics,21.94,PayPal,6/17/2025
T000702,C3022,Electronics,48.9,Gift Card,10/14/2024
T000703,C4480,Beauty,7.94,Gift Card,5/5/2025
T000704,C6801,Toys,29.58,Crypto,6/27/2024
T000705,C6930,Home,17.03,PayPal,1/28/2025
T000706,C3503,Clothing,386.45,PayPal,12/9/2024
T000707,C4200,Clothing,119.56,Credit Card,12/6/2024
T000708,C9894,Home,35.84,Crypto,9/17/2024
T000709,C1619,Beauty,172.15,Crypto,3/15/2025
T000710,C6495,Home,0.1,Gift Card,6/29/2024
T000711,C5624,Electronics,84.31,Crypto,10/30/2024
T000712,C1473,Toys,84.79,Gift Card,9/20/2024
T000713,C3188,Beauty,12.88,PayPal,10/18/2024
T000714,C8899,Home,77.95,Credit Card,6/12/2025
T000715,C3697,Beauty,92.98,PayPal,8/21/2024
T000716,C6346,Clothing,0,PayPal,6/1/2025
T000717,C8739,Electronics,41.28,Gift Card,2/1/2025
T000718,C8798,Toys,101.09,Credit Card,10/1/2024
T000719,C7625,Electronics,18.22,PayPal,7/8/2024
T000720,C9353,Home,4.83,Crypto,11/10/2024
T000721,C5203,Toys,158.25,Credit Card,6/10/2025
T000722,C4350,Clothing,40.14,Gift Card,9/5/2024
T000723,C9988,Beauty,228.33,Crypto,7/13/2024
T000724,C5873,Beauty,41.97,Credit Card,6/27/2025
T000725,C1201,Beauty,137.24,PayPal,10/9/2024
T000726,C6723,Home,76.79,Credit Card,9/10/2024
T000727,C3911,Electronics,26.26,Gift Card,8/24/2024
T000728,C4891,Home,51.35,Gift Card,11/29/2024
T000729,C5304,Beauty,0.76,Gift Card,2/24/2025
T000730,C3761,Toys,91.01,Gift Card,12/29/2024
T000731,C5765,Home,192.11,Crypto,10/29/2024
T000732,C1741,Electronics,4.98,Gift Card,11/21/2024
T000733,C6111,Beauty,32.93,Gift Card,9/27/2024
T000734,C8289,Beauty,110.29,Credit Card,5/16/2025
T000735,C1485,Electronics,429.43,PayPal,6/27/2025
T000736,C7547,Home,34.93,Crypto,6/3/2025
T000737,C1782,Electronics,25.09,Crypto,7/22/2024
T000738,C8586,Beauty,86.98,Crypto,2/14/2025
T000739,C4907,Clothing,71.64,Gift Card,10/30/2024
T000740,C2912,Home,33.54,Crypto,7/19/2024
T000741,C2804,Beauty,63.75,PayPal,8/14/2024
T000742,C4156,Beauty,171.96,Crypto,5/3/2025
T000743,C8978,Toys,157.5,Credit Card,8/16/2024
T000744,C1414,Toys,87.92,PayPal,6/13/2025
T000745,C6838,Toys,0.35,Credit Card,4/11/2025
T000746,C7216,Toys,4.33,PayPal,9/2/2024
T000747,C7157,Beauty,19.4,Crypto,2/8/2025
T000748,C7811,Beauty,124.32,Gift Card,3/26/2025
T000749,C4969,Toys,81.63,PayPal,9/20/2024
T000750,C8243,Toys,153.12,PayPal,4/2/2025
T000751,C2482,Electronics,151.28,Credit Card,7/9/2024
T000752,C4709,Home,20.42,Crypto,12/28/2024
T000753,C3106,Home,200.3,Crypto,12/23/2024
T000754,C3621,Clothing,62.34,Credit Card,11/29/2024
T000755,C6728,Toys,111.43,Credit Card,7/3/2024
T000756,C3655,Beauty,0.45,PayPal,11/9/2024
T000757,C9904,Electronics,68.87,Crypto,4/24/2025
T000758,C2091,Beauty,118.39,Credit Card,4/22/2025
T000759,C8979,Toys,9.4,Credit Card,3/18/2025
T000760,C8368,Toys,283.06,Credit Card,12/11/2024
T000761,C4657,Toys,34.57,Gift Card,4/4/2025
T000762,C5428,Clothing,139,Gift Card,12/22/2024
T000763,C8407,Clothing,2.12,Credit Card,4/21/2025
T000764,C9884,Electronics,38.63,PayPal,9/28/2024
T000765,C2019,Toys,71.52,Credit Card,11/13/2024
T000766,C9603,Beauty,37.88,Credit Card,9/7/2024
T000767,C3181,Beauty,117.19,Crypto,10/27/2024
T000768,C7605,Home,33.07,Gift Card,2/8/2025
T000769,C4173,Toys,65.1,Crypto,4/2/2025
T000770,C8848,Clothing,13.64,PayPal,9/3/2024
T000771,C3732,Electronics,25.06,Credit Card,11/27/2024
T000772,C3412,Beauty,157.68,PayPal,3/22/2025
T000773,C9644,Electronics,26.85,Gift Card,4/28/2025
T000774,C3580,Electronics,112.9,Gift Card,9/11/2024
T000775,C3667,Beauty,160.69,Credit Card,8/7/2024
T000776,C4422,Toys,121.95,PayPal,6/7/2025
T000777,C6783,Home,129.12,Gift Card,12/26/2024
T000778,C9283,Beauty,8.31,Credit Card,3/16/2025
T000779,C5701,Clothing,49.31,Credit Card,8/15/2024
T000780,C9810,Clothing,65.02,Crypto,11/24/2024
T000781,C8010,Electronics,60.15,Gift Card,1/28/2025
T000782,C5709,Electronics,45.47,PayPal,11/29/2024
T000783,C2487,Electronics,10.83,Crypto,10/8/2024
T000784,C2234,Home,120.14,Gift Card,4/20/2025
T000785,C2524,Electronics,37.48,Crypto,1/1/2025
T000786,C8214,Home,12.98,Crypto,8/27/2024
T000787,C8915,Home,10.17,PayPal,3/18/2025
T000788,C6092,Beauty,80.22,PayPal,6/20/2025
T000789,C5602,Clothing,179.6,Gift Card,5/25/2025
T000790,C6050,Electronics,29.99,Credit Card,8/5/2024
T000791,C3348,Electronics,45.82,Gift Card,11/21/2024
T000792,C4151,Beauty,243.31,PayPal,10/25/2024
T000793,C5155,Electronics,20.57,Credit Card,5/20/2025
T000794,C3630,Electronics,66.89,Gift Card,1/25/2025
T000795,C7537,Home,10.23,Gift Card,12/3/2024
T000796,C8116,Beauty,11.1,Crypto,3/24/2025
T000797,C5576,Home,208.63,Crypto,3/5/2025
T000798,C6911,Clothing,64.68,Crypto,4/19/2025
T000799,C6540,Beauty,80.4,Gift Card,4/21/2025
T000800,C7454,Toys,52.05,Crypto,3/12/2025
T000801,C4847,Toys,7.89,PayPal,6/25/2025
T000802,C6544,Electronics,116.33,Crypto,9/16/2024
T000803,C4616,Beauty,12.32,PayPal,5/4/2025
T000804,C6136,Beauty,15.98,Credit Card,8/2/2024
T000805,C1138,Home,18.84,Gift Card,3/21/2025
T000806,C8684,Toys,130.63,Gift Card,7/26/2024
T000807,C2625,Electronics,134.45,Gift Card,4/1/2025
T000808,C4191,Beauty,72.23,Crypto,3/22/2025
T000809,C1797,Clothing,71.71,PayPal,1/14/2025
T000810,C5315,Beauty,0.22,Credit Card,5/9/2025
T000811,C1072,Toys,25.5,Gift Card,10/19/2024
T000812,C4560,Beauty,142.45,Crypto,11/27/2024
T000813,C3615,Beauty,5.92,Credit Card,6/7/2025
T000814,C6581,Electronics,13.98,Gift Card,11/7/2024
T000815,C2560,Clothing,89.9,Crypto,11/18/2024
T000816,C7662,Clothing,65.68,Credit Card,1/24/2025
T000817,C3544,Clothing,47.76,PayPal,5/15/2025
T000818,C4637,Toys,160.48,PayPal,10/9/2024
T000819,C8102,Beauty,17.67,PayPal,8/14/2024
T000820,C9053,Beauty,13.15,Crypto,12/17/2024
T000821,C1147,Electronics,15.61,Crypto,6/28/2024
T000822,C1664,Electronics,1.01,Credit Card,12/6/2024
T000823,C6554,Toys,157.77,Gift Card,9/27/2024
T000824,C8968,Toys,8.34,Gift Card,12/27/2024
T000825,C5602,Beauty,3.05,Gift Card,3/21/2025
T000826,C2594,Beauty,110.18,Credit Card,3/11/2025
T000827,C3471,Beauty,70.78,Crypto,5/15/2025
T000828,C2994,Electronics,4.92,PayPal,1/14/2025
T000829,C4278,Home,122.37,Crypto,12/31/2024
T000830,C9907,Electronics,61.44,Gift Card,11/27/2024
T000831,C1302,Beauty,15.46,PayPal,11/2/2024
T000832,C9016,Beauty,174.81,PayPal,1/27/2025
T000833,C3441,Home,49.44,Credit Card,11/20/2024
T000834,C9098,Home,115.19,Credit Card,2/8/2025
T000835,C4507,Beauty,78.28,Credit Card,12/8/2024
T000836,C8217,Toys,2.87,Credit Card,2/7/2025
T000837,C6892,Beauty,100.78,PayPal,10/3/2024
T000838,C7508,Toys,38.27,Crypto,9/9/2024
T000839,C7651,Home,142.73,Gift Card,4/24/2025
T000840,C7241,Beauty,24.1,Crypto,10/11/2024
T000841,C5351,Home,72.64,Credit Card,12/26/2024
T000842,C1317,Electronics,4.67,Credit Card,4/15/2025
T000843,C8040,Beauty,304.23,Crypto,11/21/2024
T000844,C6944,Electronics,118.93,PayPal,6/15/2025
T000845,C7884,Beauty,239.79,Crypto,12/7/2024
T000846,C3295,Electronics,48.5,Crypto,6/1/2025
T000847,C9854,Beauty,22.62,Crypto,1/1/2025
T000848,C3549,Toys,91.32,Crypto,1/8/2025
T000849,C6331,Electronics,50.73,Credit Card,10/27/2024
T000850,C1983,Electronics,51.25,Credit Card,12/17/2024
T000851,C2125,Home,79.73,PayPal,4/30/2025
T000852,C5813,Electronics,65.01,Crypto,11/19/2024
T000853,C4773,Home,59.64,Credit Card,3/7/2025
T000854,C3475,Toys,30.16,Crypto,4/12/2025
T000855,C5838,Clothing,183.11,Gift Card,10/14/2024
T000856,C9519,Home,0.46,Credit Card,1/6/2025
T000857,C5309,Beauty,141.53,Gift Card,6/12/2025
T000858,C2074,Toys,77.94,Gift Card,3/28/2025
T000859,C2275,Electronics,31.84,Gift Card,5/17/2025
T000860,C1455,Clothing,70.1,Credit Card,10/22/2024
T000861,C1246,Electronics,6.57,PayPal,3/29/2025
T000862,C8985,Electronics,10.4,Gift Card,7/5/2024
T000863,C4270,Electronics,15.44,PayPal,9/1/2024
T000864,C1450,Beauty,39.68,Gift Card,7/19/2024
T000865,C3058,Home,189.54,Gift Card,3/12/2025
T000866,C7339,Electronics,17.79,Credit Card,10/16/2024
T000867,C4422,Home,175.67,Gift Card,8/3/2024
T000868,C2969,Toys,117.46,Gift Card,6/5/2025
T000869,C4119,Home,158.01,Gift Card,9/7/2024
T000870,C5266,Home,42.55,Crypto,11/16/2024
T000871,C7391,Home,9.27,Gift Card,4/23/2025
T000872,C3504,Electronics,115.4,Credit Card,11/24/2024
T000873,C1935,Toys,76.62,Crypto,1/17/2025
T000874,C8678,Clothing,48.32,Gift Card,1/2/2025
T000875,C4889,Beauty,3.31,Credit Card,6/30/2024
T000876,C5657,Clothing,91.16,Crypto,3/15/2025
T000877,C7688,Home,45.98,PayPal,3/4/2025
T000878,C9079,Electronics,178.64,PayPal,4/21/2025
T000879,C4309,Beauty,7.25,Credit Card,2/9/2025
T000880,C2126,Toys,91.07,Gift Card,9/18/2024
T000881,C6340,Clothing,29.09,PayPal,2/25/2025
T000882,C5933,Clothing,59.37,Crypto,3/1/2025
T000883,C9015,Beauty,128.73,Gift Card,11/24/2024
T000884,C8730,Clothing,45,Crypto,3/21/2025
T000885,C2660,Toys,98.54,PayPal,4/9/2025
T000886,C1704,Home,1.86,Crypto,2/18/2025
T000887,C8500,Home,35,Credit Card,5/10/2025
T000888,C6443,Electronics,155.17,PayPal,4/19/2025
T000889,C6839,Home,29.81,Credit Card,1/10/2025
T000890,C8989,Clothing,59.74,PayPal,12/31/2024
T000891,C1201,Home,30.15,Gift Card,11/1/2024
T000892,C5961,Home,20.52,PayPal,4/19/2025
T000893,C5715,Beauty,107.81,Crypto,3/18/2025
T000894,C9584,Home,116.21,PayPal,2/11/2025
T000895,C4786,Toys,124.52,PayPal,10/29/2024
T000896,C1278,Clothing,4.92,PayPal,3/8/2025
T000897,C5906,Beauty,1.14,PayPal,3/2/2025
T000898,C5282,Home,164.65,Credit Card,12/8/2024
T000899,C5261,Beauty,26.94,Credit Card,4/13/2025
T000900,C8566,Toys,72.88,Credit Card,5/6/2025
T000901,C4961,Home,43.27,Gift Card,8/19/2024
T000902,C5917,Clothing,11.3,Credit Card,4/16/2025
T000903,C5436,Clothing,215.17,Credit Card,4/11/2025
T000904,C6244,Clothing,24.02,Gift Card,4/25/2025
T000905,C6622,Electronics,22.81,Gift Card,9/16/2024
T000906,C5861,Toys,9.19,PayPal,7/23/2024
T000907,C8131,Home,18.07,PayPal,4/5/2025
T000908,C9636,Home,51.8,Gift Card,9/20/2024
T000909,C5710,Electronics,60.12,Crypto,5/24/2025
T000910,C7319,Clothing,30.31,Crypto,11/4/2024
T000911,C9798,Home,92.85,Crypto,2/5/2025
T000912,C1211,Home,210.15,Gift Card,5/3/2025
T000913,C8582,Home,41.49,Credit Card,6/15/2025
T000914,C4093,Toys,24.83,Credit Card,9/8/2024
T000915,C3456,Toys,31.35,PayPal,12/13/2024
T000916,C6063,Home,4.16,Crypto,6/8/2025
T000917,C3460,Electronics,321.67,Credit Card,11/12/2024
T000918,C7236,Electronics,243.15,Crypto,3/16/2025
T000919,C5857,Home,197.75,Credit Card,8/24/2024
T000920,C2318,Electronics,58.25,Credit Card,3/12/2025
T000921,C5121,Home,3.74,PayPal,3/19/2025
T000922,C7236,Clothing,0.81,Gift Card,9/6/2024
T000923,C3877,Home,14.41,Gift Card,2/19/2025
T000924,C7851,Beauty,14.51,Credit Card,5/10/2025
T000925,C2721,Electronics,245.09,Crypto,10/13/2024
T000926,C3853,Home,73.2,Credit Card,3/23/2025
T000927,C1789,Clothing,185.8,Credit Card,10/1/2024
T000928,C9531,Beauty,27.16,Gift Card,12/7/2024
T000929,C5749,Electronics,100.22,Credit Card,10/18/2024
T000930,C4925,Electronics,48.53,Crypto,6/19/2025
T000931,C2799,Home,146.2,Crypto,12/13/2024
T000932,C3213,Beauty,170.81,Gift Card,6/8/2025
T000933,C3585,Clothing,22.27,Gift Card,1/15/2025
T000934,C3505,Clothing,27.03,Credit Card,11/21/2024
T000935,C8729,Home,174.92,PayPal,3/14/2025
T000936,C9053,Home,11.67,Credit Card,8/28/2024
T000937,C7545,Beauty,14.71,Credit Card,6/2/2025
T000938,C2706,Beauty,160.85,Crypto,3/10/2025
T000939,C3806,Toys,20.71,PayPal,12/25/2024
T000940,C6856,Toys,118.8,PayPal,4/25/2025
T000941,C3774,Beauty,86.84,Crypto,6/18/2025
T000942,C9211,Beauty,35.05,Gift Card,4/28/2025
T000943,C5885,Clothing,68.46,Credit Card,1/24/2025
T000944,C9951,Electronics,33.6,Crypto,10/12/2024
T000945,C1486,Home,8.11,Crypto,3/6/2025
T000946,C8341,Clothing,31.9,Crypto,11/7/2024
T000947,C9270,Beauty,127.64,Gift Card,5/17/2025
T000948,C6339,Home,107.6,PayPal,1/5/2025
T000949,C9169,Home,2.49,Gift Card,2/25/2025
T000950,C7101,Toys,24.51,Crypto,12/8/2024
T000951,C9115,Clothing,44.88,Crypto,2/14/2025
T000952,C1523,Electronics,1.11,Crypto,11/11/2024
T000953,C6386,Beauty,184.1,Crypto,4/21/2025
T000954,C1018,Home,21.97,PayPal,11/9/2024
T000955,C9369,Toys,2.97,Gift Card,10/19/2024
T000956,C7571,Clothing,78.8,Credit Card,11/22/2024
T000957,C3054,Home,133.05,PayPal,1/14/2025
T000958,C5369,Electronics,211.99,Crypto,12/25/2024
T000959,C5306,Clothing,22.65,Crypto,9/2/2024
T000960,C8882,Electronics,87.23,Crypto,8/16/2024
T000961,C1672,Home,146.11,PayPal,7/18/2024
T000962,C4558,Home,2.95,Credit Card,6/22/2025
T000963,C6679,Home,313.47,Credit Card,10/31/2024
T000964,C3024,Toys,357.89,Gift Card,3/31/2025
